1,4.95
2,4.95
3,4.95
4,4.95
5,4.95
6,4.95
7,4.95
8,4.95
9,4.95
10,9.79
11,17.79
12,16.00
13,5.45
14,16.09
15,6.46
16,5.92
17,17.49
18,16.60
19,5.33
20,17.12
21,14.80
22,16.53
23,15.95
24,15.76
25,17.65
26,14.63
27,14.04
28,15.54
29,5.40
30,11.59
31,7.67
32,12.77
33,6.62
34,11.01
35,6.11
36,6.43
37,5.16
38,13.45
39,15.64
40,5.86
41,6.00
42,8.48
43,5.73
44,20.64
45,4.95
46,4.97
47,22.45
48,21.75
49,4.95
50,22.45
51,4.95
52,22.78
53,21.30
54,10.96
55,6.69
56,8.27
57,18.97
58,15.88
59,5.25
60,8.39
61,21.14
62,11.06
63,10.49
64,11.51
65,26.46
66,18.62
67,11.98
68,26.82
69,12.98
70,28.29
71,11.25
72,24.42
73,13.38
74,18.84
75,25.88
76,6.35
77,18.47
78,6.56
79,31.76
80,18.71
81,5.26
82,4.95
83,17.33
84,30.02
85,4.95
86,16.91
87,13.29
88,4.95
89,12.08
90,25.66
91,10.88
92,14.09
93,4.95
94,31.57
95,4.95
96,9.25
97,28.30
98,8.46
99,7.41
100,5.05
101,7.96
102,7.03
103,29.88
104,28.44
105,4.95
106,6.02
107,9.01
108,6.44
109,6.71
110,4.95
111,7.54
112,4.95
113,10.59
114,11.42
115,16.17
116,10.51
117,15.25
118,14.40
119,11.95
120,12.14
121,12.04
122,11.05
123,13.76
124,12.01
125,9.48
126,10.49
127,10.35
128,13.58
129,10.90
130,10.39
131,14.05
132,10.71
133,11.97
134,11.17
135,10.56
136,10.05
137,11.12
138,9.34
139,10.20
140,8.44
141,9.52
142,7.17
143,5.33
144,8.88
145,5.52
146,11.02
147,5.83
148,14.83
149,5.83
150,13.91
151,14.94
152,5.19
153,12.93
154,42.51
155,27.80
156,5.19
157,6.66
158,9.52
159,5.06
160,5.07
161,8.49
162,11.41
163,6.76
164,9.53
165,4.99
166,5.75
167,5.15
168,8.56
169,6.56
170,8.00
171,9.57
172,8.06
173,11.79
174,7.29
175,14.68
176,5.42
177,7.50
178,6.47
179,6.40
180,124.67
181,128.28
182,35.28
183,38.46
184,99.53
185,36.12
186,58.25
187,50.42
188,43.32
189,44.99
190,61.21
191,58.75
192,43.45
193,33.52
194,63.49
195,31.03
196,80.06
197,78.36
198,44.33
199,77.31
200,80.43
201,49.75
202,78.47
203,18.77
204,34.87
205,78.14
206,29.04
207,18.48
208,16.33
209,24.41
210,32.42
211,32.94
212,19.31
213,17.05
214,22.60
215,13.75
216,29.60
217,15.76
218,5.82
219,8.93
220,5.28
221,10.34
222,6.33
223,5.29
224,21.05
225,6.17
226,9.23
227,25.00
228,10.54
229,22.35
230,12.72
231,38.34
232,66.06
233,130.46
234,84.24
235,83.40
236,116.76
237,187.37
238,77.19
239,70.63
240,137.40
241,107.73
242,111.74
243,64.31
244,56.19
245,77.30
246,74.57
247,107.59
248,52.07
249,54.35
250,97.17
251,94.88
252,77.95
253,93.08
254,30.06
255,38.20
256,65.26
257,55.17
258,73.94
259,33.09
260,71.52
261,62.71
262,39.18
263,24.49
264,29.49
265,39.02
266,29.07
267,34.91
268,31.13
269,22.20
270,27.50
271,26.73
272,34.83
273,30.15
274,27.31
275,27.93
276,29.15
277,41.85
278,30.39
279,25.62
280,10.55
281,52.19
282,63.86
283,68.88
284,13.39
285,49.01
286,13.30
287,10.98
288,6.97
289,9.86
290,33.04
291,4.97
292,24.65
293,22.27
294,21.24
295,22.51
296,12.78
297,4.95
298,75.45
299,27.76
300,16.11
301,66.48
302,73.43
303,119.25
304,19.66
305,18.98
306,185.08
307,20.53
308,23.86
309,40.86
310,42.31
311,7.12
312,17.47
313,36.67
314,11.11
315,12.48
316,31.29
317,14.63
318,16.24
319,14.98
320,43.55
321,17.89
322,29.80
323,59.95
324,62.20
325,132.26
326,36.36
327,19.73
328,27.57
329,43.45
330,28.00
331,15.51
332,23.77
333,13.65
334,29.60
335,14.44
336,11.39
337,15.39
338,19.37
339,11.69
340,28.27
341,14.25
342,10.13
343,31.45
344,7.23
345,6.57
346,16.06
347,36.80
348,15.51
349,7.39
350,17.73
351,9.27
352,19.34
353,13.42
354,21.97
355,8.51
356,13.19
357,23.48
358,19.70
359,8.96
360,10.30
361,15.90
362,21.26
363,5.10
364,16.13
365,10.84
366,4.95
367,16.52
368,26.60
369,16.23
370,29.75
371,9.53
372,28.62
373,21.13
374,35.99
375,5.20
376,11.26
377,22.45
378,17.95
379,28.40
380,40.19
381,11.15
382,23.73
383,55.74
384,9.79
385,37.70
386,6.94
387,24.88
388,40.19
389,5.47
390,6.95
391,8.71
392,5.73
393,6.88
394,7.95
395,5.13
396,15.87
397,6.77
398,14.70
399,7.37
400,13.49
401,51.52
402,11.70
403,32.14
404,7.00
405,27.61
406,27.48
407,27.66
408,35.73
409,29.47
410,32.38
411,59.97
412,47.70
413,35.95
414,53.28
415,9.44
416,7.56
417,16.16
418,6.26
419,21.67
420,18.33
421,12.91
422,5.90
423,24.93
424,4.95
425,21.56
426,5.09
427,12.42
428,42.25
429,40.30
430,6.73
431,51.70
432,12.36
433,9.74
434,23.24
435,16.67
436,19.39
437,4.95
438,21.25
439,16.94
440,61.23
441,4.95
442,9.73
443,28.54
444,32.25
445,6.92
446,56.50
447,58.13
448,6.58
449,16.38
450,7.88
451,20.76
452,25.53
453,11.39
454,5.11
455,10.39
456,28.35
457,12.11
458,7.08
459,4.95
460,21.77
461,4.95
462,4.95
463,5.29
464,5.19
465,13.28
466,32.48
467,50.68
468,58.63
469,4.95
470,6.22
471,63.26
472,32.28
473,44.51
474,58.18
475,27.91
476,7.67
477,32.18
478,8.11
479,30.19
480,6.74
481,19.95
482,19.94
483,14.16
484,9.39
485,6.32
486,50.04
487,132.23
488,10.32
489,45.27
490,12.15
491,124.84
492,42.52
493,13.76
494,31.49
495,17.18
496,27.02
497,18.24
498,24.45
499,16.48
500,89.54
501,34.12
502,29.26
503,45.71
504,30.68
505,85.07
506,31.24
507,19.90
508,57.33
509,99.78
510,18.49
511,37.33
512,50.86
513,22.60
514,26.24
515,85.38
516,64.95
517,18.22
518,44.03
519,80.54
520,22.67
521,42.66
522,28.50
523,36.16
524,34.84
525,46.09
526,107.48
527,36.13
528,38.53
529,35.77
530,114.36
531,68.28
532,37.83
533,113.50
534,73.62
535,37.54
536,110.90
537,17.79
538,15.45
539,81.34
540,11.92
541,10.63
542,86.37
543,8.70
544,18.08
545,94.28
546,20.54
547,33.88
548,77.13
549,37.41
550,123.12
551,31.58
552,49.61
553,36.32
554,123.01
555,14.41
556,61.78
557,70.79
558,105.41
559,65.43
560,51.02
561,138.24
562,33.28
563,52.82
564,65.40
565,126.53
566,53.08
567,76.24
568,54.24
569,76.83
570,52.07
571,82.88
572,69.96
573,130.63
574,40.93
575,77.64
576,140.00
577,35.88
578,50.17
579,76.48
580,32.13
581,44.22
582,114.49
583,49.86
584,56.88
585,47.72
586,77.85
587,37.20
588,86.15
589,84.57
590,50.42
591,113.88
592,102.23
593,29.10
594,94.60
595,28.50
596,45.28
597,111.62
598,101.00
599,48.47
600,78.58
601,21.10
602,107.42
603,79.89
604,13.16
605,110.31
606,90.79
607,22.83
608,68.80
609,4.95
610,8.87
611,69.70
612,4.95
613,4.95
614,4.95
615,5.88
616,5.55
617,12.57
618,14.60
619,5.94
620,12.41
621,7.87
622,12.31
623,5.23
624,6.84
625,5.37
626,12.94
627,6.14
628,4.95
629,6.05
630,4.95
631,4.95
632,5.81
633,6.98
634,4.95
635,6.50
636,6.63
637,5.06
638,4.95
639,6.10
640,4.95
641,5.22
642,13.40
643,6.68
644,7.82
645,9.51
646,5.51
647,8.74
648,5.08
649,5.21
650,6.03
651,9.84
652,10.48
653,9.87
654,7.62
655,97.72
656,26.19
657,36.53
658,118.03
659,68.18
660,18.55
661,94.21
662,8.94
663,47.05
664,13.32
665,5.92
666,79.70
667,90.34
668,70.50
669,80.78
670,15.35
671,58.31
672,88.12
673,26.36
674,4.95
675,4.99
676,4.95
677,4.95
678,4.95
679,4.95
680,11.88
681,5.92
682,5.86
683,5.68
684,10.90
685,5.23
686,5.85
687,5.76
688,22.41
689,5.49
690,21.27
691,4.97
692,5.43
693,5.74
694,10.52
695,20.53
696,27.70
697,23.04
698,18.66
699,13.38
700,6.43
701,18.82
702,13.11
703,22.68
704,14.28
705,17.78
706,19.25
707,18.69
708,14.67
709,11.90
710,8.50
711,11.30
712,10.39
713,14.99
714,22.80
715,9.97
716,5.93
717,19.59
718,12.13
719,12.68
720,11.19
721,15.14
722,23.25
723,15.70
724,25.40
725,12.09
726,18.15
727,16.96
728,32.83
729,22.62
730,22.36
731,26.48
732,16.62
733,20.73
734,18.88
735,21.70
736,7.35
737,25.37
738,23.07
739,14.14
740,23.55
741,24.60
742,14.56
743,22.84
744,10.60
745,22.90
746,15.21
747,7.33
748,24.33
749,25.78
750,7.46
751,18.95
752,21.83
753,22.34
754,17.37
755,12.97
756,20.20
757,16.06
758,19.55
759,23.84
760,16.18
761,17.56
762,13.50
763,21.48
764,16.70
765,14.06
766,15.20
767,16.84
768,16.48
769,17.60
770,18.54
771,19.71
772,17.84
773,17.53
774,17.04
775,19.32
776,18.38
777,15.33
778,20.58
779,25.22
780,20.32
781,22.38
782,19.50
783,9.45
784,19.72
785,9.14
786,14.53
787,14.45
788,8.33
789,20.54
790,15.82
791,6.85
792,8.99
793,15.46
794,14.52
795,6.75
796,9.50
797,13.49
798,17.14
799,7.46
800,17.74
801,16.65
802,20.13
803,22.90
804,19.36
805,6.67
806,9.09
807,14.93
808,17.95
809,15.06
810,6.70
811,9.43
812,7.06
813,17.11
814,8.52
815,18.63
816,15.42
817,6.69
818,17.13
819,27.95
820,16.68
821,15.02
822,7.78
823,33.06
824,6.83
825,16.28
826,15.55
827,14.94
828,8.02
829,8.69
830,15.10
831,27.69
832,13.84
833,27.84
834,31.01
835,12.90
836,7.91
837,29.30
838,23.72
839,13.05
840,6.80
841,13.77
842,12.92
843,18.44
844,17.25
845,20.04
846,15.86
847,8.72
848,9.08
849,7.99
850,17.48
851,20.09
852,18.05
853,7.08
854,21.21
855,15.38
856,16.32
857,24.07
858,22.05
859,21.02
860,13.82
861,14.22
862,22.02
863,15.01
864,15.86
865,13.12
866,6.30
867,18.16
868,15.26
869,11.19
870,16.91
871,7.66
872,14.75
873,14.07
874,19.65
875,20.03
876,16.12
877,18.45
878,9.79
879,24.38
880,23.19
881,24.65
882,16.71
883,10.77
884,23.27
885,15.80
886,21.73
887,29.45
888,19.97
889,28.23
890,22.66
891,27.23
892,28.10
893,20.48
894,21.67
895,8.13
896,25.32
897,24.20
898,22.52
899,21.82
900,19.15
901,9.02
902,36.58
903,20.43
904,40.52
905,19.95
906,39.15
907,23.20
908,20.98
909,8.31
910,16.99
911,9.19
912,16.00
913,7.51
914,34.58
915,19.26
916,63.44
917,19.71
918,45.55
919,65.63
920,72.27
921,54.05
922,32.12
923,82.97
924,52.60
925,64.42
926,76.28
927,16.27
928,61.05
929,20.24
930,21.77
931,52.41
932,79.20
933,34.15
934,60.36
935,69.95
936,17.26
937,50.41
938,58.06
939,67.21
940,23.37
941,52.59
942,54.38
943,73.81
