1,2.00
2,2.00
3,2.00
4,2.00
5,2.00
6,2.00
7,2.00
8,2.00
9,2.00
10,7.07
11,20.98
12,18.64
13,3.50
14,19.40
15,2.63
16,3.81
17,19.33
18,21.12
19,1.39
20,22.53
21,19.16
22,18.31
23,19.08
24,18.41
25,19.79
26,17.15
27,15.38
28,18.02
29,2.00
30,8.51
31,3.37
32,11.85
33,2.00
34,10.78
35,2.53
36,1.22
37,2.00
38,10.87
39,14.51
40,0.95
41,1.58
42,1.31
43,0.78
44,21.71
45,2.00
46,2.00
47,24.50
48,21.75
49,2.00
50,21.30
51,2.00
52,20.66
53,19.16
54,3.76
55,0.93
56,4.66
57,16.08
58,14.59
59,0.73
60,10.76
61,24.49
62,8.80
63,13.64
64,14.46
65,29.90
66,21.05
67,15.35
68,29.96
69,10.23
70,32.26
71,8.45
72,26.54
73,17.66
74,20.75
75,28.24
76,3.40
77,19.73
78,5.71
79,35.04
80,18.96
81,1.75
82,2.00
83,16.92
84,34.51
85,1.09
86,17.27
87,14.84
88,2.00
89,11.74
90,29.75
91,10.90
92,14.36
93,2.00
94,33.36
95,0.51
96,7.94
97,29.71
98,7.24
99,9.68
100,1.24
101,7.20
102,8.89
103,29.68
104,31.31
105,2.00
106,8.08
107,9.00
108,9.22
109,9.74
110,2.00
111,9.91
112,2.00
113,16.29
114,15.17
115,12.44
116,14.54
117,11.63
118,12.49
119,16.08
120,15.51
121,9.93
122,15.28
123,15.88
124,16.73
125,12.40
126,15.65
127,13.18
128,12.07
129,14.30
130,7.72
131,17.14
132,8.73
133,14.28
134,8.75
135,12.80
136,11.66
137,9.05
138,10.88
139,8.05
140,13.14
141,13.39
142,11.10
143,6.25
144,12.73
145,6.92
146,14.61
147,6.64
148,12.41
149,7.36
150,11.54
151,11.05
152,4.47
153,8.80
154,16.13
155,16.48
156,1.34
157,6.10
158,2.31
159,2.00
160,0.95
161,10.00
162,10.60
163,2.02
164,12.94
165,2.00
166,3.14
167,2.00
168,10.24
169,5.58
170,7.81
171,13.54
172,9.34
173,18.16
174,9.24
175,17.91
176,3.39
177,7.63
178,3.63
179,7.04
180,103.22
181,110.18
182,30.07
183,37.39
184,92.56
185,34.12
186,67.71
187,56.23
188,45.54
189,47.17
190,61.08
191,63.92
192,42.59
193,35.06
194,57.98
195,33.00
196,68.27
197,104.14
198,35.56
199,105.71
200,102.50
201,49.86
202,100.91
203,13.64
204,26.14
205,97.33
206,20.40
207,17.01
208,13.05
209,20.93
210,25.87
211,27.80
212,13.46
213,13.60
214,19.96
215,12.35
216,28.01
217,11.93
218,3.85
219,6.78
220,2.12
221,9.25
222,4.32
223,2.00
224,24.04
225,5.17
226,6.20
227,33.52
228,8.58
229,23.71
230,16.11
231,43.19
232,70.89
233,102.29
234,64.98
235,65.01
236,113.38
237,129.64
238,55.84
239,57.59
240,75.74
241,64.60
242,73.38
243,59.23
244,58.98
245,45.92
246,83.04
247,79.46
248,28.14
249,38.51
250,91.04
251,69.46
252,45.15
253,75.21
254,26.55
255,29.95
256,59.54
257,44.55
258,53.53
259,24.13
260,61.25
261,50.23
262,37.30
263,22.91
264,27.17
265,36.17
266,23.09
267,29.89
268,32.21
269,20.53
270,23.51
271,27.36
272,38.51
273,30.26
274,28.22
275,26.00
276,30.27
277,33.75
278,27.20
279,32.29
280,6.23
281,44.74
282,63.01
283,66.54
284,10.78
285,46.34
286,11.91
287,12.61
288,4.75
289,12.63
290,29.29
291,3.81
292,22.96
293,22.71
294,18.61
295,21.16
296,13.59
297,2.00
298,84.17
299,46.05
300,20.98
301,85.70
302,71.04
303,100.60
304,20.50
305,20.15
306,159.91
307,22.15
308,23.85
309,47.01
310,49.14
311,4.25
312,15.04
313,31.81
314,10.68
315,10.62
316,26.10
317,12.23
318,15.81
319,12.56
320,28.77
321,16.67
322,26.43
323,43.04
324,46.62
325,164.63
326,35.94
327,13.85
328,24.32
329,40.29
330,20.38
331,12.03
332,29.67
333,11.67
334,32.74
335,13.91
336,8.39
337,12.06
338,16.83
339,8.66
340,22.23
341,15.36
342,7.34
343,28.23
344,7.24
345,4.56
346,11.94
347,33.18
348,12.91
349,4.59
350,13.57
351,6.42
352,17.41
353,11.87
354,17.98
355,6.11
356,7.48
357,24.25
358,20.03
359,7.06
360,5.47
361,6.66
362,14.53
363,2.00
364,7.83
365,9.01
366,2.00
367,8.96
368,16.92
369,10.21
370,25.14
371,3.06
372,17.52
373,16.14
374,32.92
375,1.28
376,6.92
377,18.78
378,17.36
379,21.69
380,28.20
381,5.84
382,19.90
383,58.97
384,19.73
385,63.18
386,15.93
387,43.26
388,61.21
389,12.09
390,15.19
391,14.13
392,11.43
393,13.96
394,15.35
395,7.87
396,31.75
397,16.29
398,26.97
399,15.73
400,23.07
401,69.97
402,15.36
403,39.96
404,5.61
405,36.90
406,29.69
407,27.68
408,44.85
409,30.41
410,35.61
411,69.55
412,52.17
413,44.13
414,65.05
415,14.96
416,9.33
417,16.19
418,9.21
419,21.41
